freq,unit,geo,2019
A,EUR_HAB_EU27_2020,DE928,85
A,EUR_HAB_EU27_2020,DE929,152
A,EUR_HAB_EU27_2020,DE93,94
A,EUR_HAB_EU27_2020,DE931,98
A,EUR_HAB_EU27_2020,DE932,79
A,EUR_HAB_EU27_2020,DE933,81
A,EUR_HAB_EU27_2020,DE934,84
A,EUR_HAB_EU27_2020,DE935,95
A,EUR_HAB_EU27_2020,DE936,68
A,EUR_HAB_EU27_2020,DE937,107
A,EUR_HAB_EU27_2020,DE938,114
A,EUR_HAB_EU27_2020,DE939,104
A,EUR_HAB_EU27_2020,DE93A,92
A,EUR_HAB_EU27_2020,DE93B,106
A,EUR_HAB_EU27_2020,DE94,118
A,EUR_HAB_EU27_2020,DE941,75
A,EUR_HAB_EU27_2020,DE942,240
A,EUR_HAB_EU27_2020,DE943,156
A,EUR_HAB_EU27_2020,DE944,166
A,EUR_HAB_EU27_2020,DE945,135
A,EUR_HAB_EU27_2020,DE946,103
A,EUR_HAB_EU27_2020,DE947,87
A,EUR_HAB_EU27_2020,DE948,114
A,EUR_HAB_EU27_2020,DE949,141
A,EUR_HAB_EU27_2020,DE94A,89
A,EUR_HAB_EU27_2020,DE94B,108
A,EUR_HAB_EU27_2020,DE94C,86
A,EUR_HAB_EU27_2020,DE94D,83
A,EUR_HAB_EU27_2020,DE94E,102
A,EUR_HAB_EU27_2020,DE94F,148
A,EUR_HAB_EU27_2020,DE94G,107
A,EUR_HAB_EU27_2020,DE94H,90
A,EUR_HAB_EU27_2020,DEA,128
A,EUR_HAB_EU27_2020,DEA1,136
A,EUR_HAB_EU27_2020,DEA11,268
A,EUR_HAB_EU27_2020,DEA12,114
A,EUR_HAB_EU27_2020,DEA13,144
A,EUR_HAB_EU27_2020,DEA14,132
A,EUR_HAB_EU27_2020,DEA15,111
A,EUR_HAB_EU27_2020,DEA16,116
A,EUR_HAB_EU27_2020,DEA17,87
A,EUR_HAB_EU27_2020,DEA18,122
A,EUR_HAB_EU27_2020,DEA19,105
A,EUR_HAB_EU27_2020,DEA1A,121
A,EUR_HAB_EU27_2020,DEA1B,103
A,EUR_HAB_EU27_2020,DEA1C,136
A,EUR_HAB_EU27_2020,DEA1D,128
A,EUR_HAB_EU27_2020,DEA1E,95
A,EUR_HAB_EU27_2020,DEA1F,96
A,EUR_HAB_EU27_2020,DEA2,139
A,EUR_HAB_EU27_2020,DEA22,243
A,EUR_HAB_EU27_2020,DEA23,195
A,EUR_HAB_EU27_2020,DEA24,165
A,EUR_HAB_EU27_2020,DEA26,98
A,EUR_HAB_EU27_2020,DEA27,117
A,EUR_HAB_EU27_2020,DEA28,90
A,EUR_HAB_EU27_2020,DEA29,85
A,EUR_HAB_EU27_2020,DEA2A,118
A,EUR_HAB_EU27_2020,DEA2B,93
A,EUR_HAB_EU27_2020,DEA2C,92
A,EUR_HAB_EU27_2020,DEA2D,125
A,EUR_HAB_EU27_2020,DEA3,111
A,EUR_HAB_EU27_2020,DEA31,77
A,EUR_HAB_EU27_2020,DEA32,103
A,EUR_HAB_EU27_2020,DEA33,184
A,EUR_HAB_EU27_2020,DEA34,125
A,EUR_HAB_EU27_2020,DEA35,95
A,EUR_HAB_EU27_2020,DEA36,86
A,EUR_HAB_EU27_2020,DEA37,108
A,EUR_HAB_EU27_2020,DEA38,105
A,EUR_HAB_EU27_2020,DEA4,126
A,EUR_HAB_EU27_2020,DEA41,136
A,EUR_HAB_EU27_2020,DEA42,161
A,EUR_HAB_EU27_2020,DEA43,112
A,EUR_HAB_EU27_2020,DEA44,93
A,EUR_HAB_EU27_2020,DEA45,101
A,EUR_HAB_EU27_2020,DEA46,138
A,EUR_HAB_EU27_2020,DEA47,118
A,EUR_HAB_EU27_2020,DEA5,115
A,EUR_HAB_EU27_2020,DEA51,112
A,EUR_HAB_EU27_2020,DEA52,130
A,EUR_HAB_EU27_2020,DEA53,111
A,EUR_HAB_EU27_2020,DEA54,97
A,EUR_HAB_EU27_2020,DEA55,84
A,EUR_HAB_EU27_2020,DEA56,100
A,EUR_HAB_EU27_2020,DEA57,123
A,EUR_HAB_EU27_2020,DEA58,119
A,EUR_HAB_EU27_2020,DEA59,132
A,EUR_HAB_EU27_2020,DEA5A,132
A,EUR_HAB_EU27_2020,DEA5B,119
A,EUR_HAB_EU27_2020,DEA5C,100
A,EUR_HAB_EU27_2020,DEB,115
A,EUR_HAB_EU27_2020,DEB1,111
A,EUR_HAB_EU27_2020,DEB11,228
A,EUR_HAB_EU27_2020,DEB12,86
A,EUR_HAB_EU27_2020,DEB13,89
A,EUR_HAB_EU27_2020,DEB14,97
A,EUR_HAB_EU27_2020,DEB15,97
A,EUR_HAB_EU27_2020,DEB17,102
A,EUR_HAB_EU27_2020,DEB18,109
A,EUR_HAB_EU27_2020,DEB1A,89
A,EUR_HAB_EU27_2020,DEB1B,112
A,EUR_HAB_EU27_2020,DEB1C,104
A,EUR_HAB_EU27_2020,DEB1D,117
A,EUR_HAB_EU27_2020,DEB2,100
A,EUR_HAB_EU27_2020,DEB21,142
A,EUR_HAB_EU27_2020,DEB22,104
A,EUR_HAB_EU27_2020,DEB23,96
A,EUR_HAB_EU27_2020,DEB24,107
A,EUR_HAB_EU27_2020,DEB25,66
A,EUR_HAB_EU27_2020,DEB3,122
A,EUR_HAB_EU27_2020,DEB31,118
A,EUR_HAB_EU27_2020,DEB32,158
A,EUR_HAB_EU27_2020,DEB33,139
A,EUR_HAB_EU27_2020,DEB34,257
A,EUR_HAB_EU27_2020,DEB35,184
A,EUR_HAB_EU27_2020,DEB36,103
A,EUR_HAB_EU27_2020,DEB37,123
A,EUR_HAB_EU27_2020,DEB38,176
A,EUR_HAB_EU27_2020,DEB39,130
A,EUR_HAB_EU27_2020,DEB3A,157
A,EUR_HAB_EU27_2020,DEB3B,81
A,EUR_HAB_EU27_2020,DEB3C,72
A,EUR_HAB_EU27_2020,DEB3D,93
A,EUR_HAB_EU27_2020,DEB3E,111
A,EUR_HAB_EU27_2020,DEB3F,68
A,EUR_HAB_EU27_2020,DEB3G,58
A,EUR_HAB_EU27_2020,DEB3H,90
A,EUR_HAB_EU27_2020,DEB3I,65
A,EUR_HAB_EU27_2020,DEB3J,120
A,EUR_HAB_EU27_2020,DEB3K,53
A,EUR_HAB_EU27_2020,DEC,116
A,EUR_HAB_EU27_2020,DEC0,116
A,EUR_HAB_EU27_2020,DEC01,143
A,EUR_HAB_EU27_2020,DEC02,88
A,EUR_HAB_EU27_2020,DEC03,83
A,EUR_HAB_EU27_2020,DEC04,106
A,EUR_HAB_EU27_2020,DEC05,128
A,EUR_HAB_EU27_2020,DEC06,99
A,EUR_HAB_EU27_2020,DED,102
A,EUR_HAB_EU27_2020,DED2,104
A,EUR_HAB_EU27_2020,DED21,136
A,EUR_HAB_EU27_2020,DED2C,88
A,EUR_HAB_EU27_2020,DED2D,92
A,EUR_HAB_EU27_2020,DED2E,92
A,EUR_HAB_EU27_2020,DED2F,77
A,EUR_HAB_EU27_2020,DED4,94
A,EUR_HAB_EU27_2020,DED41,120
A,EUR_HAB_EU27_2020,DED42,78
A,EUR_HAB_EU27_2020,DED43,90
A,EUR_HAB_EU27_2020,DED44,85
A,EUR_HAB_EU27_2020,DED45,103
A,EUR_HAB_EU27_2020,DED5,110
A,EUR_HAB_EU27_2020,DED51,124
A,EUR_HAB_EU27_2020,DED52,90
A,EUR_HAB_EU27_2020,DED53,92
A,EUR_HAB_EU27_2020,DEE,94
A,EUR_HAB_EU27_2020,DEE0,94
A,EUR_HAB_EU27_2020,DEE01,98
A,EUR_HAB_EU27_2020,DEE02,103
A,EUR_HAB_EU27_2020,DEE03,116
A,EUR_HAB_EU27_2020,DEE04,80
A,EUR_HAB_EU27_2020,DEE05,101
A,EUR_HAB_EU27_2020,DEE06,86
A,EUR_HAB_EU27_2020,DEE07,96
A,EUR_HAB_EU27_2020,DEE08,85
A,EUR_HAB_EU27_2020,DEE09,81
A,EUR_HAB_EU27_2020,DEE0A,70
A,EUR_HAB_EU27_2020,DEE0B,116
A,EUR_HAB_EU27_2020,DEE0C,85
A,EUR_HAB_EU27_2020,DEE0D,88
A,EUR_HAB_EU27_2020,DEE0E,83
A,EUR_HAB_EU27_2020,DEF,110
A,EUR_HAB_EU27_2020,DEF0,110
A,EUR_HAB_EU27_2020,DEF01,141
A,EUR_HAB_EU27_2020,DEF02,157
A,EUR_HAB_EU27_2020,DEF03,145
A,EUR_HAB_EU27_2020,DEF04,141
A,EUR_HAB_EU27_2020,DEF05,111
A,EUR_HAB_EU27_2020,DEF06,78
A,EUR_HAB_EU27_2020,DEF07,118
A,EUR_HAB_EU27_2020,DEF08,90
A,EUR_HAB_EU27_2020,DEF09,98
A,EUR_HAB_EU27_2020,DEF0A,69
A,EUR_HAB_EU27_2020,DEF0B,100
A,EUR_HAB_EU27_2020,DEF0C,88
A,EUR_HAB_EU27_2020,DEF0D,105
A,EUR_HAB_EU27_2020,DEF0E,114
A,EUR_HAB_EU27_2020,DEF0F,112
A,EUR_HAB_EU27_2020,DEG,95
A,EUR_HAB_EU27_2020,DEG0,95
A,EUR_HAB_EU27_2020,DEG01,133
A,EUR_HAB_EU27_2020,DEG02,95
A,EUR_HAB_EU27_2020,DEG03,147
A,EUR_HAB_EU27_2020,DEG04,114
A,EUR_HAB_EU27_2020,DEG05,100
A,EUR_HAB_EU27_2020,DEG06,85
A,EUR_HAB_EU27_2020,DEG07,86
A,EUR_HAB_EU27_2020,DEG09,81
A,EUR_HAB_EU27_2020,DEG0A,73
A,EUR_HAB_EU27_2020,DEG0B,91
A,EUR_HAB_EU27_2020,DEG0C,93
A,EUR_HAB_EU27_2020,DEG0D,85
A,EUR_HAB_EU27_2020,DEG0E,74
A,EUR_HAB_EU27_2020,DEG0F,97
A,EUR_HAB_EU27_2020,DEG0G,78
A,EUR_HAB_EU27_2020,DEG0H,92
A,EUR_HAB_EU27_2020,DEG0I,87
A,EUR_HAB_EU27_2020,DEG0J,77
A,EUR_HAB_EU27_2020,DEG0K,97
A,EUR_HAB_EU27_2020,DEG0L,78
A,EUR_HAB_EU27_2020,DEG0M,73
A,EUR_HAB_EU27_2020,DEG0N,125
A,EUR_HAB_EU27_2020,DEG0P,90
A,EUR_HAB_EU27_2020,DK,170
A,EUR_HAB_EU27_2020,DK0,168
A,EUR_HAB_EU27_2020,DK01,219
A,EUR_HAB_EU27_2020,DK011,237
A,EUR_HAB_EU27_2020,DK012,265
A,EUR_HAB_EU27_2020,DK013,141
A,EUR_HAB_EU27_2020,DK014,119
A,EUR_HAB_EU27_2020,DK02,118
A,EUR_HAB_EU27_2020,DK021,120
A,EUR_HAB_EU27_2020,DK022,118
A,EUR_HAB_EU27_2020,DK03,152
A,EUR_HAB_EU27_2020,DK031,130
A,EUR_HAB_EU27_2020,DK032,167
A,EUR_HAB_EU27_2020,DK04,157
A,EUR_HAB_EU27_2020,DK041,165
A,EUR_HAB_EU27_2020,DK042,152
A,EUR_HAB_EU27_2020,DK05,142
A,EUR_HAB_EU27_2020,DK050,142
A,EUR_HAB_EU27_2020,EE,67
A,EUR_HAB_EU27_2020,EE0,67
A,EUR_HAB_EU27_2020,EE00,67
A,EUR_HAB_EU27_2020,EE001,92
A,EUR_HAB_EU27_2020,EE004,43
A,EUR_HAB_EU27_2020,EE008,51
A,EUR_HAB_EU27_2020,EE009,45
A,EUR_HAB_EU27_2020,EE00A,43
A,EUR_HAB_EU27_2020,EL,55
A,EUR_HAB_EU27_2020,EL3,75
A,EUR_HAB_EU27_2020,EL30,75
A,EUR_HAB_EU27_2020,EL301,90
A,EUR_HAB_EU27_2020,EL302,39
A,EUR_HAB_EU27_2020,EL303,108
A,EUR_HAB_EU27_2020,EL304,64
A,EUR_HAB_EU27_2020,EL305,59
A,EUR_HAB_EU27_2020,EL306,75
A,EUR_HAB_EU27_2020,EL307,64
A,EUR_HAB_EU27_2020,EL4,48
A,EUR_HAB_EU27_2020,EL41,36
A,EUR_HAB_EU27_2020,EL411,36
A,EUR_HAB_EU27_2020,EL412,36
A,EUR_HAB_EU27_2020,EL413,36
A,EUR_HAB_EU27_2020,EL42,59
A,EUR_HAB_EU27_2020,EL421,52
A,EUR_HAB_EU27_2020,EL422,71
A,EUR_HAB_EU27_2020,EL43,46
A,EUR_HAB_EU27_2020,EL431,44
A,EUR_HAB_EU27_2020,EL432,56
A,EUR_HAB_EU27_2020,EL433,45
A,EUR_HAB_EU27_2020,EL434,47
A,EUR_HAB_EU27_2020,EL5,41
A,EUR_HAB_EU27_2020,EL51,37
A,EUR_HAB_EU27_2020,EL511,39
A,EUR_HAB_EU27_2020,EL512,31
A,EUR_HAB_EU27_2020,EL513,33
A,EUR_HAB_EU27_2020,EL514,34
A,EUR_HAB_EU27_2020,EL515,44
A,EUR_HAB_EU27_2020,EL52,43
A,EUR_HAB_EU27_2020,EL521,37
A,EUR_HAB_EU27_2020,EL522,46
A,EUR_HAB_EU27_2020,EL523,37
A,EUR_HAB_EU27_2020,EL524,40
A,EUR_HAB_EU27_2020,EL525,36
A,EUR_HAB_EU27_2020,EL526,33
A,EUR_HAB_EU27_2020,EL527,44
A,EUR_HAB_EU27_2020,EL53,47
A,EUR_HAB_EU27_2020,EL531,49
A,EUR_HAB_EU27_2020,EL532,33
A,EUR_HAB_EU27_2020,EL533,54
A,EUR_HAB_EU27_2020,EL54,38
A,EUR_HAB_EU27_2020,EL541,37
A,EUR_HAB_EU27_2020,EL542,39
A,EUR_HAB_EU27_2020,EL543,38
A,EUR_HAB_EU27_2020,EL6,44
A,EUR_HAB_EU27_2020,EL61,42
A,EUR_HAB_EU27_2020,EL611,36
A,EUR_HAB_EU27_2020,EL612,46
A,EUR_HAB_EU27_2020,EL613,42
A,EUR_HAB_EU27_2020,EL62,51
A,EUR_HAB_EU27_2020,EL621,62
A,EUR_HAB_EU27_2020,EL622,50
A,EUR_HAB_EU27_2020,EL623,49
A,EUR_HAB_EU27_2020,EL624,41
A,EUR_HAB_EU27_2020,EL63,39
A,EUR_HAB_EU27_2020,EL631,37
A,EUR_HAB_EU27_2020,EL632,43
A,EUR_HAB_EU27_2020,EL633,36
A,EUR_HAB_EU27_2020,EL64,49
A,EUR_HAB_EU27_2020,EL641,74
A,EUR_HAB_EU27_2020,EL642,44
A,EUR_HAB_EU27_2020,EL643,33
A,EUR_HAB_EU27_2020,EL644,42
A,EUR_HAB_EU27_2020,EL645,36
A,EUR_HAB_EU27_2020,EL65,46
A,EUR_HAB_EU27_2020,EL651,54
A,EUR_HAB_EU27_2020,EL652,45
A,EUR_HAB_EU27_2020,EL653,41
A,EUR_HAB_EU27_2020,ES,84
A,EUR_HAB_EU27_2020,ES1,76
A,EUR_HAB_EU27_2020,ES11,76
A,EUR_HAB_EU27_2020,ES111,79
A,EUR_HAB_EU27_2020,ES112,75
A,EUR_HAB_EU27_2020,ES113,74
A,EUR_HAB_EU27_2020,ES114,73
A,EUR_HAB_EU27_2020,ES12,74
A,EUR_HAB_EU27_2020,ES120,74
A,EUR_HAB_EU27_2020,ES13,78
A,EUR_HAB_EU27_2020,ES130,78
A,EUR_HAB_EU27_2020,ES2,101
A,EUR_HAB_EU27_2020,ES21,108
A,EUR_HAB_EU27_2020,ES211,125
A,EUR_HAB_EU27_2020,ES212,110
A,EUR_HAB_EU27_2020,ES213,103
A,EUR_HAB_EU27_2020,ES22,102
A,EUR_HAB_EU27_2020,ES220,102
A,EUR_HAB_EU27_2020,ES23,90
A,EUR_HAB_EU27_2020,ES230,90
A,EUR_HAB_EU27_2020,ES24,92
A,EUR_HAB_EU27_2020,ES241,94
A,EUR_HAB_EU27_2020,ES242,81
A,EUR_HAB_EU27_2020,ES243,93
A,EUR_HAB_EU27_2020,ES3,116
A,EUR_HAB_EU27_2020,ES30,116
A,EUR_HAB_EU27_2020,ES300,116
A,EUR_HAB_EU27_2020,ES4,71
A,EUR_HAB_EU27_2020,ES41,79
A,EUR_HAB_EU27_2020,ES411,67
A,EUR_HAB_EU27_2020,ES412,95
A,EUR_HAB_EU27_2020,ES413,70
A,EUR_HAB_EU27_2020,ES414,88
A,EUR_HAB_EU27_2020,ES415,69
A,EUR_HAB_EU27_2020,ES416,73
A,EUR_HAB_EU27_2020,ES417,90
A,EUR_HAB_EU27_2020,ES418,90
A,EUR_HAB_EU27_2020,ES419,65
A,EUR_HAB_EU27_2020,ES42,66
A,EUR_HAB_EU27_2020,ES421,69
A,EUR_HAB_EU27_2020,ES422,70
A,EUR_HAB_EU27_2020,ES423,72
A,EUR_HAB_EU27_2020,ES424,67
A,EUR_HAB_EU27_2020,ES425,61
A,EUR_HAB_EU27_2020,ES43,62
A,EUR_HAB_EU27_2020,ES431,59
A,EUR_HAB_EU27_2020,ES432,65
A,EUR_HAB_EU27_2020,ES5,90
A,EUR_HAB_EU27_2020,ES51,100
A,EUR_HAB_EU27_2020,ES511,102
A,EUR_HAB_EU27_2020,ES512,92
A,EUR_HAB_EU27_2020,ES513,93
A,EUR_HAB_EU27_2020,ES514,97
A,EUR_HAB_EU27_2020,ES52,74
A,EUR_HAB_EU27_2020,ES521,64
A,EUR_HAB_EU27_2020,ES522,90
A,EUR_HAB_EU27_2020,ES523,78
A,EUR_HAB_EU27_2020,ES53,90
A,EUR_HAB_EU27_2020,ES531,84
A,EUR_HAB_EU27_2020,ES532,94
A,EUR_HAB_EU27_2020,ES533,68
A,EUR_HAB_EU27_2020,ES6,63
A,EUR_HAB_EU27_2020,ES61,62
A,EUR_HAB_EU27_2020,ES611,71
A,EUR_HAB_EU27_2020,ES612,59
A,EUR_HAB_EU27_2020,ES613,58
A,EUR_HAB_EU27_2020,ES614,60
A,EUR_HAB_EU27_2020,ES615,64
A,EUR_HAB_EU27_2020,ES616,57
A,EUR_HAB_EU27_2020,ES617,62
A,EUR_HAB_EU27_2020,ES618,66
A,EUR_HAB_EU27_2020,ES62,69
A,EUR_HAB_EU27_2020,ES620,69
A,EUR_HAB_EU27_2020,ES63,67
A,EUR_HAB_EU27_2020,ES630,67
A,EUR_HAB_EU27_2020,ES64,62
A,EUR_HAB_EU27_2020,ES640,62
A,EUR_HAB_EU27_2020,ES7,68
A,EUR_HAB_EU27_2020,ES70,68
A,EUR_HAB_EU27_2020,ES703,58
A,EUR_HAB_EU27_2020,ES704,66
A,EUR_HAB_EU27_2020,ES705,66
A,EUR_HAB_EU27_2020,ES706,59
A,EUR_HAB_EU27_2020,ES707,61
A,EUR_HAB_EU27_2020,ES708,77
A,EUR_HAB_EU27_2020,ES709,69
A,EUR_HAB_EU27_2020,EU27_2020,100
A,EUR_HAB_EU27_2020,FI,139
A,EUR_HAB_EU27_2020,FI1,139
A,EUR_HAB_EU27_2020,FI19,122
A,EUR_HAB_EU27_2020,FI193,116
A,EUR_HAB_EU27_2020,FI194,110
A,EUR_HAB_EU27_2020,FI195,131
A,EUR_HAB_EU27_2020,FI196,118
A,EUR_HAB_EU27_2020,FI197,128
A,EUR_HAB_EU27_2020,FI1B,181
A,EUR_HAB_EU27_2020,FI1B1,181
A,EUR_HAB_EU27_2020,FI1C,123
A,EUR_HAB_EU27_2020,FI1C1,130
A,EUR_HAB_EU27_2020,FI1C2,112
A,EUR_HAB_EU27_2020,FI1C3,107
A,EUR_HAB_EU27_2020,FI1C4,131
A,EUR_HAB_EU27_2020,FI1C5,125
A,EUR_HAB_EU27_2020,FI1D,115
A,EUR_HAB_EU27_2020,FI1D1,105
A,EUR_HAB_EU27_2020,FI1D2,117
A,EUR_HAB_EU27_2020,FI1D3,108
A,EUR_HAB_EU27_2020,FI1D5,122
A,EUR_HAB_EU27_2020,FI1D7,124
A,EUR_HAB_EU27_2020,FI1D8,108
A,EUR_HAB_EU27_2020,FI1D9,115
A,EUR_HAB_EU27_2020,FI2,146
A,EUR_HAB_EU27_2020,FI20,146
A,EUR_HAB_EU27_2020,FI200,146
A,EUR_HAB_EU27_2020,FR,115
A,EUR_HAB_EU27_2020,FR1,197
A,EUR_HAB_EU27_2020,FR10,197
A,EUR_HAB_EU27_2020,FR101,364
A,EUR_HAB_EU27_2020,FR102,99
A,EUR_HAB_EU27_2020,FR103,134
A,EUR_HAB_EU27_2020,FR104,135
A,EUR_HAB_EU27_2020,FR105,368
A,EUR_HAB_EU27_2020,FR106,130
A,EUR_HAB_EU27_2020,FR107,128
A,EUR_HAB_EU27_2020,FR108,100
A,EUR_HAB_EU27_2020,FRB,94
A,EUR_HAB_EU27_2020,FRB0,94
A,EUR_HAB_EU27_2020,FRB01,87
A,EUR_HAB_EU27_2020,FRB02,86
A,EUR_HAB_EU27_2020,FRB03,80
A,EUR_HAB_EU27_2020,FRB04,99
A,EUR_HAB_EU27_2020,FRB05,86
A,EUR_HAB_EU27_2020,FRB06,105
A,EUR_HAB_EU27_2020,FRC,90
A,EUR_HAB_EU27_2020,FRC1,94
A,EUR_HAB_EU27_2020,FRC11,113
A,EUR_HAB_EU27_2020,FRC12,79
A,EUR_HAB_EU27_2020,FRC13,86
A,EUR_HAB_EU27_2020,FRC14,82
A,EUR_HAB_EU27_2020,FRC2,86
A,EUR_HAB_EU27_2020,FRC21,94
A,EUR_HAB_EU27_2020,FRC22,84
A,EUR_HAB_EU27_2020,FRC23,68
A,EUR_HAB_EU27_2020,FRC24,86
A,EUR_HAB_EU27_2020,FRD,92
A,EUR_HAB_EU27_2020,FRD1,88
A,EUR_HAB_EU27_2020,FRD11,95
A,EUR_HAB_EU27_2020,FRD12,85
A,EUR_HAB_EU27_2020,FRD13,79
A,EUR_HAB_EU27_2020,FRD2,95
A,EUR_HAB_EU27_2020,FRD21,80
A,EUR_HAB_EU27_2020,FRD22,103
A,EUR_HAB_EU27_2020,FRE,90
A,EUR_HAB_EU27_2020,FRE1,93
A,EUR_HAB_EU27_2020,FRE11,101
A,EUR_HAB_EU27_2020,FRE12,78
A,EUR_HAB_EU27_2020,FRE2,84
A,EUR_HAB_EU27_2020,FRE21,75
A,EUR_HAB_EU27_2020,FRE22,86
A,EUR_HAB_EU27_2020,FRE23,90
A,EUR_HAB_EU27_2020,FRF,94
A,EUR_HAB_EU27_2020,FRF1,105
A,EUR_HAB_EU27_2020,FRF11,113
A,EUR_HAB_EU27_2020,FRF12,95
A,EUR_HAB_EU27_2020,FRF2,95
A,EUR_HAB_EU27_2020,FRF21,76
A,EUR_HAB_EU27_2020,FRF22,87
A,EUR_HAB_EU27_2020,FRF23,112
A,EUR_HAB_EU27_2020,FRF24,84
A,EUR_HAB_EU27_2020,FRF3,83
A,EUR_HAB_EU27_2020,FRF31,88
A,EUR_HAB_EU27_2020,FRF32,73
A,EUR_HAB_EU27_2020,FRF33,82
A,EUR_HAB_EU27_2020,FRF34,81
A,EUR_HAB_EU27_2020,FRG,101
A,EUR_HAB_EU27_2020,FRG0,101
A,EUR_HAB_EU27_2020,FRG01,119
A,EUR_HAB_EU27_2020,FRG02,91
A,EUR_HAB_EU27_2020,FRG03,95
A,EUR_HAB_EU27_2020,FRG04,86
A,EUR_HAB_EU27_2020,FRG05,93
A,EUR_HAB_EU27_2020,FRH,96
A,EUR_HAB_EU27_2020,FRH0,96
A,EUR_HAB_EU27_2020,FRH01,86
A,EUR_HAB_EU27_2020,FRH02,91
A,EUR_HAB_EU27_2020,FRH03,114
A,EUR_HAB_EU27_2020,FRH04,86
A,EUR_HAB_EU27_2020,FRI,96
A,EUR_HAB_EU27_2020,FRI1,100
A,EUR_HAB_EU27_2020,FRI11,75
A,EUR_HAB_EU27_2020,FRI12,113
A,EUR_HAB_EU27_2020,FRI13,83
A,EUR_HAB_EU27_2020,FRI14,84
A,EUR_HAB_EU27_2020,FRI15,101
A,EUR_HAB_EU27_2020,FRI2,86
A,EUR_HAB_EU27_2020,FRI21,84
A,EUR_HAB_EU27_2020,FRI22,66
A,EUR_HAB_EU27_2020,FRI23,93
A,EUR_HAB_EU27_2020,FRI3,92
A,EUR_HAB_EU27_2020,FRI31,100
A,EUR_HAB_EU27_2020,FRI32,84
A,EUR_HAB_EU27_2020,FRI33,97
A,EUR_HAB_EU27_2020,FRI34,94
A,EUR_HAB_EU27_2020,FRJ,95
A,EUR_HAB_EU27_2020,FRJ1,85
A,EUR_HAB_EU27_2020,FRJ11,73
A,EUR_HAB_EU27_2020,FRJ12,80
A,EUR_HAB_EU27_2020,FRJ13,96
A,EUR_HAB_EU27_2020,FRJ14,79
A,EUR_HAB_EU27_2020,FRJ15,77
A,EUR_HAB_EU27_2020,FRJ2,105
A,EUR_HAB_EU27_2020,FRJ21,71
A,EUR_HAB_EU27_2020,FRJ22,84
A,EUR_HAB_EU27_2020,FRJ23,137
A,EUR_HAB_EU27_2020,FRJ24,73
A,EUR_HAB_EU27_2020,FRJ25,82
A,EUR_HAB_EU27_2020,FRJ26,82
A,EUR_HAB_EU27_2020,FRJ27,76
A,EUR_HAB_EU27_2020,FRJ28,74
A,EUR_HAB_EU27_2020,FRK,111
A,EUR_HAB_EU27_2020,FRK1,93
A,EUR_HAB_EU27_2020,FRK11,80
A,EUR_HAB_EU27_2020,FRK12,78
A,EUR_HAB_EU27_2020,FRK13,75
A,EUR_HAB_EU27_2020,FRK14,108
A,EUR_HAB_EU27_2020,FRK2,115
A,EUR_HAB_EU27_2020,FRK21,84
A,EUR_HAB_EU27_2020,FRK22,72
A,EUR_HAB_EU27_2020,FRK23,104
A,EUR_HAB_EU27_2020,FRK24,108
A,EUR_HAB_EU27_2020,FRK25,91
A,EUR_HAB_EU27_2020,FRK26,157
A,EUR_HAB_EU27_2020,FRK27,117
A,EUR_HAB_EU27_2020,FRK28,99
A,EUR_HAB_EU27_2020,FRL,106
A,EUR_HAB_EU27_2020,FRL0,106
A,EUR_HAB_EU27_2020,FRL01,82
A,EUR_HAB_EU27_2020,FRL02,86
A,EUR_HAB_EU27_2020,FRL03,116
A,EUR_HAB_EU27_2020,FRL04,117
A,EUR_HAB_EU27_2020,FRL05,83
A,EUR_HAB_EU27_2020,FRL06,104
A,EUR_HAB_EU27_2020,FRM,89
A,EUR_HAB_EU27_2020,FRM0,89
A,EUR_HAB_EU27_2020,FRM01,101
A,EUR_HAB_EU27_2020,FRM02,79
A,EUR_HAB_EU27_2020,FRY,65
A,EUR_HAB_EU27_2020,FRY1,75
A,EUR_HAB_EU27_2020,FRY10,75
A,EUR_HAB_EU27_2020,FRY2,78
A,EUR_HAB_EU27_2020,FRY20,78
A,EUR_HAB_EU27_2020,FRY3,50
A,EUR_HAB_EU27_2020,FRY30,50
A,EUR_HAB_EU27_2020,FRY4,71
A,EUR_HAB_EU27_2020,FRY40,71
A,EUR_HAB_EU27_2020,FRY5,31
A,EUR_HAB_EU27_2020,FRY50,31
A,EUR_HAB_EU27_2020,HR,44
A,EUR_HAB_EU27_2020,HR0,44
A,EUR_HAB_EU27_2020,HR02,27
A,EUR_HAB_EU27_2020,HR021,28
A,EUR_HAB_EU27_2020,HR022,23
A,EUR_HAB_EU27_2020,HR023,24
A,EUR_HAB_EU27_2020,HR024,24
A,EUR_HAB_EU27_2020,HR025,31
A,EUR_HAB_EU27_2020,HR026,25
A,EUR_HAB_EU27_2020,HR027,29
A,EUR_HAB_EU27_2020,HR028,28
A,EUR_HAB_EU27_2020,HR03,42
A,EUR_HAB_EU27_2020,HR031,49
A,EUR_HAB_EU27_2020,HR032,32
A,EUR_HAB_EU27_2020,HR033,38
A,EUR_HAB_EU27_2020,HR034,35
A,EUR_HAB_EU27_2020,HR035,36
A,EUR_HAB_EU27_2020,HR036,54
A,EUR_HAB_EU27_2020,HR037,49
A,EUR_HAB_EU27_2020,HR05,82
A,EUR_HAB_EU27_2020,HR050,82
A,EUR_HAB_EU27_2020,HR06,35
A,EUR_HAB_EU27_2020,HR061,37
A,EUR_HAB_EU27_2020,HR062,39
