Name,Address,City,Country,Latitude,Longitude
Rituals Strömstad Nordby,Nordby Köpcentrum,Strömstad,Sweden,59.0640782,11.207656225490062
Rituals Uddevalla Torp Köpcentrum,Torp Köpcentrum,Uddevalla,Sweden,58.35350205,11.810891980203541
Rituals Stockholm Liljeholmstorget,Nybohovsbacken 38,Stockholm,Sweden,59.3093175,18.0223283
Rituals Jönköping Östra Storgatan,Östra Storgatan 13A,Jönköping,Sweden,57.7823564,14.1726213
Rituals Nyköping Västerport,Västra Storgatan 14,Nyköping,Sweden,58.751374,17.0045861
Rituals Västerås Igor Gallerian,Vasagatan 25,Västerås,Sweden,59.611872,16.5444732
Rituals Nacka Sickla Köpkvarter,Sickla Galleria,Nacka,Sweden,59.30595225,18.12567459140662
Rituals Danderyds Centrum,Golfvägen 8,Danderyd,Sweden,59.3986824,18.0366914
Rituals Västerås Erikslund,Krankroksgatan 17,Västerås,Sweden,59.6095777,16.4533126
Rituals Löddeköpinge Center Syd,Marknadsvägen 7,Löddeköpinge,Sweden,55.76906,12.9903735
Rituals Stockholm Gallerian,Hamngatan 37,Stockholm,Sweden,59.3324489,18.0671581
Rituals Stockholm Mall of Scandinavia,Råsta Strandväg 19A,Solna,Sweden,59.3710483,18.0032349
Rituals Borlänge Kupolen,Kupolen 53,Borlänge,Sweden,60.48431735,15.41807931125
Rituals Kungsbacka Hede Fashion Outlet,Kungsparksvägen 80,Kungsbacka,Sweden,57.5133775,12.0726469
Rituals Kalmar Baronen,Skeppsbrogatan 12,Kalmar,Sweden,56.6610109,16.3652994
Rituals Växjö Tegnér,Storgatan 36 - 40,Växjö,Sweden,56.8787608,14.7865834
Rituals Kristianstad C4,Fundationsvägen 17,Kristianstad,Sweden,56.0265768,14.2066528
Rituals Skellefteå Citykompaniet,Nygatan 50,Skellefteå,Sweden,64.749932,20.9544424
Rituals Luleå Strandgallerian,Storgatan 33,Luleå,Sweden,65.5844588,22.150574
Rituals Falun Bergströms Galleria,Holmgatan 20,Falun,Sweden,60.6062783,15.631236
Rituals Halmstad Hallarna,Prästvägen 1,Halmstad,Sweden,56.655400900000004,12.910221483409728
Rituals Alingsås Storken,Kungsgatan 29,Alingsås,Sweden,57.9307093,12.529348
Rituals Trollhättan SIBA-Huset,Ladugårdsvägen 12,Trollhättan,Sweden,58.3136278,12.3106014
Rituals Varberg Galleria Trädgården,Västra Vallgatan 2,Varberg,Sweden,57.1026336,12.2477563
Rituals Örnsköldsvik Oskargallerian,Lasarettsgatan 20,Örnsköldsvik,Sweden,63.2913805,18.712305
Rituals Umeå Avion Shopping,Marknadsgatan 3,Umeå,Sweden,63.807101,20.2559325
Rituals Karlstad Mitt i City,Järnvägsgatan 14,Karlstad,Sweden,59.37990565,13.500561783760684
Rituals Göteborg Nordstan,Postgatan 26-32,Göteborg,Sweden,57.7090971,11.9702305
Rituals Lund City,Lilla Fiskaregatan 9,Lund,Sweden,55.7032259,13.1904723
Rituals Stockholm Mood,Regeringsgatan 48,Stockholm,Sweden,59.3344005,18.0679551
Rituals Norrköping Linden, Drottninggatan 41,Norrköping,Sweden,58.5876602,16.188735
Rituals Jönköping Asecs,Kompanigatan 16,Jönköping,Sweden,57.7731067,14.2055889
Rituals Kungsbacka Kungsmässan,Borgmästaregatan 5,Kungsbacka,Sweden,57.4912335,12.0767091
Rituals Kungälv Kongahälla Center,Älvebacken 1,Kungälv,Sweden,57.8741759,11.9670309
Rituals Uppsala Forumgallerian,Forumtorget,Uppsala,Sweden,59.8581032,17.64016566459514
Rituals Södertälje Kringlan,Storgatan 4,Södertälje,Sweden,59.1959705,17.628425
Rituals Vällingby Centrum,Pajalagatan 32,Vällingby,Sweden,59.362276,17.8749793
Rituals Göteborg Kungsgatan,Kungsgatan 51,Göteborg,Sweden,57.7044813,11.9672181
Rituals Gävle Gallerian Nian,Drottninggatan 9,Gävle,Sweden,60.6735659,17.1388393
Rituals Växjö Grand Samarkand,Hejaregatan 32,Växjö,Sweden,56.8841191,14.7661553
Rituals Stockholm Skärholmen,Bredholmsgatan 4,Skärholmen,Sweden,59.2747598,17.9064915
Rituals Göteborg Allum,Kyrktorget 19-21,Partille,Sweden,57.7395888,12.106025954814005
Rituals Halmstad Brogatan,Brogatan 14,Halmstad,Sweden,56.674811,12.8566685
Rituals Uppsala Gränbystaden,Marknadsgatan 1,Uppsala,Sweden,59.8759749,17.6742641
Rituals Stockholm Centralstation,Centralplan,Stockholm,Sweden,59.330432900000005,18.05896916195254
Rituals Örebro Vågen,Våghustorget,Örebro,Sweden,59.2696258,15.2112276
Rituals Malmö Mobilia Galleria,Per Albin Hanssons väg 40,Malmö,Sweden,55.5805554,13.0042761
Rituals Nova Lund,Företagsvägen 10,Lund,Sweden,55.7136112,13.1599272
Rituals Göteborg Frölunda Torg,Frölunda Torg,Västra Frölunda,Sweden,57.6527834,11.9115297
Rituals Karlstad Bergvik Galleria,Frykmans Väg 1,Karlstad,Sweden,59.37741045,13.425657898917237
Rituals Umeå Utopia,Kungsgatan 67,Umeå,Sweden,63.8220072,20.284547
Rituals Örebro Marieberg,Säljarevägen 1,Örebro,Sweden,59.2172974,15.137954445952253
Rituals Stockholm Kungens Kurva,Modulvägen 6C,Kungens Kurva,Sweden,59.2694759,17.9144993
Rituals Stockholm Farsta Centrum,Kroppaplan 10,Farsta,Sweden,59.243526599999996,18.093487393020233
Rituals Stockholm Kista Galleria,Kista Galleria,Kista,Sweden,59.403178,17.944290930195
Rituals Stockholm Sollentuna Centrum,Sollentunavägen 163,Sollentuna,Sweden,59.4278582,17.9514209
Rituals Ödåkra Väla Centrum,Marknadsvägen 9,Ödåkra,Sweden,56.09153,12.75698
Rituals Stockholm Nacka Forum,Forumvägen 12,Nacka,Sweden,59.3091157,18.1646107
Rituals Stockholm Fältöversten,Karlaplan 13,Stockholm,Sweden,59.3388767,18.0908655
Rituals Uppsala St Per Gallerian,Svartbäcksgatan 7-11,Uppsala,Sweden,59.8600075,17.6368113
Rituals Malmö Emporia,Hyllie Boulevard 19,Malmö,Sweden,55.5642818,12.973213804170973
Rituals Malmö Triangeln,Södra Förstadsgatan 41,Malmö,Sweden,55.5956064,13.0023363
Rituals Stockholm Sturegallerian,Stureplan 6,Stockholm,Sweden,59.33637225,18.072502389492445
Rituals Geneve Centre Balexert, Avenue Louis-Casai 27,Vernier Genève,Switzerland,46.217976,6.1134563
Rituals Basel SBB, Güterstrasse 115,Basel,Switzerland,47.5465089,7.588861090632472
Rituals Vevey Centre Manor, Avenue du Général-Guisan 15,Vevey,Switzerland,46.4634044,6.8405575
Rituals Solothurn Hauptgasse,Hauptgasse 21,Solothurn,Switzerland,47.3499061,7.9036408
Rituals Thun Bälliz,Bälliz 40,Thun,Switzerland,46.7584945,7.627089511509499
Rituals Bern Spitalgasse,Spitalgasse 27,Bern,Switzerland,46.9479086,7.4421214
Rituals Sion,Place du Midi 36,Sion,Switzerland,46.2313779,7.3616919
Rituals Zürich Sihlcity, Kalanderplatz 1,Zürich,Switzerland,47.3578557,8.5235326
Rituals Lausanne,Place de la Palud 14,Lausanne,Switzerland,46.5229072,6.6321758
Rituals Genève Rue du Marche,Rue du Marché 2,Genève,Switzerland,46.2033429,6.1455564
Rituals Neuchatel,Rue de l'Hopital 18,Neuchatel,Switzerland,46.99195885,6.9297945908214285
Rituals Carouge La Praille, Route des Jeunes 10,Grand-Lancy,Switzerland,46.1794646,6.1277921
Rituals Chur Steinbock, Bahnhofstraße 4,Chur,Switzerland,46.8528032,9.5302327
Rituals Baden Schlossbergplatz, Schlossbergplatz 5,Baden,Switzerland,47.4734166,8.3075523
Rituals Pfäffikon Seedamm Center, Gwattstrasse 11,Pfäffikon,Switzerland,47.2005339,8.7937944
Rituals Emmen Center, Stauffacherstrasse 1,Emmenbrücke,Switzerland,47.0746707,8.2866973
Rituals Zug Metalli, Baarerstrasse 14,Zug,Switzerland,47.1724009,8.5168358
Rituals Zuerich Bahnhofstrasse,Bahnhofstrasse 100,Zuerich,Switzerland,47.3761738,8.5397139
Rituals Biel Nidaugasse,Nidaugasse 54,Biel,Switzerland,47.1372505,7.2466937
Rituals Bern Westside, Gilberte-de-Courgenay-Platz 4,Bern,Switzerland,46.9447237,7.3752618
Rituals Basel Freie Strasse,Freie Strasse 11,Basel,Switzerland,47.5574872,7.5888174
Rituals St. Gallen Multergasse,Multergasse 5,St Gallen,Switzerland,47.4245961,9.3760503
Rituals Winterthur,Untertor 1,Winterthur,Switzerland,47.4992585,8.7263059
Rituals Landquart Fashion Outlet, Tardisstraße 81,Landquart,Switzerland,46.9645889,9.553113389042402
Rituals Avry Centre Avry, Rte de Matran,Avry,Switzerland,46.7870458,7.0764086
Rituals Zürich Bahnhofstraße Pop up,Bahnhofstraße 74,Zürich,Switzerland,47.3746882,8.5389469
Rituals Luzern Weggisgasse,Weggisgasse 36,Luzern,Switzerland,47.0526889,8.3054129
Rituals Zuerich Marktgasse,Marktgasse 20,Zuerich,Switzerland,47.499999,8.7299427
Rituals Wallisellen Glattzentrum, Neue Winterthurerstrasse 99,Wallisellen,Switzerland,47.4080106,8.5960546
Rituals Liverpool, Liverpool One,Liverpool,United Kingdom,53.40369045,-2.9862246226099423
Rituals Nottingham, Lower Parliament St,Nottingham,United Kingdom,52.9553022,-1.1451379
Rituals Glasgow Fort, Garthamlock Rd,Glasgow,United Kingdom,55.8713758,-4.1404295
Rituals Rushden Lakes,UNIT A7,Rushden,United Kingdom,52.2911567,-0.5988177
Rituals Cambridge Grand Arcade,SU6 GRAND ARCADE,Cambridge,United Kingdom,52.2043507,0.1205473
Rituals Winchester,107A HIGH STREET,Winchester,United Kingdom,51.062750199999996,-1.3147907167126585
Rituals Glasgow Buchanan,137 Buchanan St,Glasgow,United Kingdom,55.8615796,-4.2537381
Rituals London Ealing Broadway,UNIT 10,London,United Kingdom,51.51146565,-0.06612803100539846
Rituals Bridgend Designer Outlet,UNIT 36,Bridgend,United Kingdom,51.5049859,-3.5756674
Rituals Oxford Westgate,SU52 Westgate, Oxford,United Kingdom,51.750133500000004,-1.2610653901397109
Rituals Manchester Trafford, 156 Regent Crescent, Manchester,United Kingdom,53.5555685,-2.1242403
Rituals York Designer Outlet, St Nicholas Ave,York,United Kingdom,53.9239128,-1.0700894
Rituals Brighton,13 North Street,Brighton,United Kingdom,50.8222287,-0.13959234201159415
Rituals Kings Cross Station, Euston Road,London,United Kingdom,51.5247178,-0.1385303
Rituals Milton Keynes,11/13 Acorn Walk,Milton Keynes,United Kingdom,52.042723,-0.7584914
Rituals Cheshire Oaks Designer Outlet, Kinsey Rd,Ellesmere Port,United Kingdom,53.2615323,-2.8798525
Rituals Bicester Village, 50 Pingle Drive,Bicester,United Kingdom,51.8924455,-1.1586981300082844
Rituals Cardiff,LG15 Grand Arcade,Cardiff,United Kingdom,51.4785725,-3.1744561
Rituals Harrogate,34 James Street,Harrogate,United Kingdom,53.9925345,-1.5402816
Rituals East Midlands Designer Outlet, Mansfield Road,South Normanton,United Kingdom,53.1012836,-1.3289028
Rituals Sheffield,UNIT 50,Sheffield,United Kingdom,53.3806626,-1.4702278
Rituals Guildford,83 High Street,Surrey,United Kingdom,51.3686543,-0.3661894
Rituals Basingstoke,UNIT 32,Basingstoke,United Kingdom,51.262826,-1.0861976
Rituals Caledonia Park,Glasgow Road,Gretna,United Kingdom,54.9957373,-3.0589888
Rituals Clarks Village,UNIT 15,Street,United Kingdom,51.51151754999999,-0.06650030216306355
Rituals Chelmsford, Bond Street,Chelmsford,United Kingdom,51.7337138,0.4744932
Rituals Bath,SU45,Bath,United Kingdom,51.3813864,-2.3596963
Rituals Truro,1 Pydar Street,Truro,United Kingdom,50.26393765,-5.052685355715659
Rituals London Luton Airport,Airport Way,Luton,United Kingdom,51.8752944,-0.3842364
Rituals Birmingham Merry Hill, Pedmore Road,Brierley Hill,United Kingdom,52.4947283,-2.1055667
Rituals London Covent Garden,29 James Street,London,United Kingdom,51.5152486,-0.15085647846441924
Rituals London Kingston,11 & 11a Church Street,London,United Kingdom,51.6299283,-0.0784504
Rituals London Islington Angel,9 Parkfield Street,London,United Kingdom,51.5346527,-0.1058996
Rituals Gunwharf Quays,Unit 3A,Portsmouth,United Kingdom,50.800031,-1.0906023
Rituals Leeds White Rose,Unit 13B,Leeds,United Kingdom,53.7974185,-1.5437941
Rituals Dundee,Unit 8,Dundee,United Kingdom,56.4605938,-2.97019
Rituals London Oxford Street,103 Oxford Street,London,United Kingdom,51.51587015,-0.13467537208858557
Rituals Plymouth,Charles St,Plymouth,United Kingdom,50.3737451,-4.1385565
Rituals Newcastle Eldon Square,Unit 1a,Newcastle,United Kingdom,54.9738474,-1.6131572
Rituals Watford,Unit 117,Watford,United Kingdom,51.6553875,-0.3957425
Rituals London Canary Wharf, Jubilee Place 45 Bank Street,London,United Kingdom,51.502681,-0.0187369
Rituals London Westfield,Westfield Shopping Centre,London,United Kingdom,51.5074732,-0.2198969
Rituals London St. Christopher's Place, St Christopher's Place,London,United Kingdom,51.5159835,-0.1505273
Rituals Reading, The Oracle,Reading,United Kingdom,51.45387265,-0.9708173173377739
Rituals London Kensington High Str,131 Kensington High Street,London,United Kingdom,51.5006707,-0.1935414
Rituals Bristol Cribbs Causeway,Unit 56,Bristol,United Kingdom,51.4538022,-2.5972985
Rituals London Battersea,UG24,London,United Kingdom,51.5074456,-0.1277653
Rituals Exeter, 15 High Street,Exeter,United Kingdom,50.6405412,-3.4766081594563545
Rituals Inverness,Unit 211,Inverness,United Kingdom,57.447752,-4.2335839
